alg,label,assinatura,detalhe
c311,DTLZ7,igual_copia=8,"{""exp_off_c311_DTLZ7_42.jsonl"": ""igual_copia"", ""exp_off_c311_DTLZ7_42.manifest.json"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__final.parquet"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__real.parquet"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_DTLZ7_42__timing.parquet"": ""igual_copia""}"
c311,MMF1,igual_copia=8,"{""exp_off_c311_MMF1_42.jsonl"": ""igual_copia"", ""exp_off_c311_MMF1_42.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF1_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF1_42__final.parquet"": ""igual_copia"", ""exp_off_c311_MMF1_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_MMF1_42__real.parquet"": ""igual_copia"", ""exp_off_c311_MMF1_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_MMF1_42__timing.parquet"": ""igual_copia""}"
c311,MMF11_L,igual_copia=8,"{""exp_off_c311_MMF11_L_42.jsonl"": ""igual_copia"", ""exp_off_c311_MMF11_L_42.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__final.parquet"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__real.parquet"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_MMF11_L_42__timing.parquet"": ""igual_copia""}"
c311,MMF16_20,igual_copia=8,"{""exp_off_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_off_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,MMF4,igual_copia=8,"{""exp_off_c311_MMF4_42.jsonl"": ""igual_copia"", ""exp_off_c311_MMF4_42.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF4_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_MMF4_42__final.parquet"": ""igual_copia"", ""exp_off_c311_MMF4_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_MMF4_42__real.parquet"": ""igual_copia"", ""exp_off_c311_MMF4_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_MMF4_42__timing.parquet"": ""igual_copia""}"
c311,WFG1,igual_copia=8,"{""exp_off_c311_WFG1_42.jsonl"": ""igual_copia"", ""exp_off_c311_WFG1_42.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG1_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG1_42__final.parquet"": ""igual_copia"", ""exp_off_c311_WFG1_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_WFG1_42__real.parquet"": ""igual_copia"", ""exp_off_c311_WFG1_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_WFG1_42__timing.parquet"": ""igual_copia""}"
c311,WFG2,igual_copia=8,"{""exp_off_c311_WFG2_42.jsonl"": ""igual_copia"", ""exp_off_c311_WFG2_42.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG2_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG2_42__final.parquet"": ""igual_copia"", ""exp_off_c311_WFG2_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_WFG2_42__real.parquet"": ""igual_copia"", ""exp_off_c311_WFG2_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_WFG2_42__timing.parquet"": ""igual_copia""}"
c311,WFG4,igual_copia=8,"{""exp_off_c311_WFG4_42.jsonl"": ""igual_copia"", ""exp_off_c311_WFG4_42.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG4_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG4_42__final.parquet"": ""igual_copia"", ""exp_off_c311_WFG4_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_WFG4_42__real.parquet"": ""igual_copia"", ""exp_off_c311_WFG4_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_WFG4_42__timing.parquet"": ""igual_copia""}"
c311,WFG5,igual_copia=8,"{""exp_off_c311_WFG5_42.jsonl"": ""igual_copia"", ""exp_off_c311_WFG5_42.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG5_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG5_42__final.parquet"": ""igual_copia"", ""exp_off_c311_WFG5_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_WFG5_42__real.parquet"": ""igual_copia"", ""exp_off_c311_WFG5_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_WFG5_42__timing.parquet"": ""igual_copia""}"
c311,WFG9,igual_copia=8,"{""exp_off_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_off_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_off_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_off_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,ZDT1,igual_copia=8,"{""exp_off_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_off_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_off_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_off_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,ZDT3,igual_copia=8,"{""exp_off_c311_ZDT3_42.jsonl"": ""igual_copia"", ""exp_off_c311_ZDT3_42.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT3_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT3_42__final.parquet"": ""igual_copia"", ""exp_off_c311_ZDT3_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_ZDT3_42__real.parquet"": ""igual_copia"", ""exp_off_c311_ZDT3_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_ZDT3_42__timing.parquet"": ""igual_copia""}"
c311,ZDT4,igual_copia=8,"{""exp_off_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_off_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_off_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_off_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,ZDT6,igual_copia=8,"{""exp_off_c311_ZDT6_42.jsonl"": ""igual_copia"", ""exp_off_c311_ZDT6_42.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT6_42__final.manifest.json"": ""igual_copia"", ""exp_off_c311_ZDT6_42__final.parquet"": ""igual_copia"", ""exp_off_c311_ZDT6_42__pop.parquet"": ""igual_copia"", ""exp_off_c311_ZDT6_42__real.parquet"": ""igual_copia"", ""exp_off_c311_ZDT6_42__surrogate.parquet"": ""igual_copia"", ""exp_off_c311_ZDT6_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-lhs_DTLZ2,igual_copia=8,"{""exp_sweep-big-lhs_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-lhs_MMF16_20,igual_copia=8,"{""exp_sweep-big-lhs_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-lhs_WFG9,igual_copia=8,"{""exp_sweep-big-lhs_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-lhs_ZDT1,igual_copia=8,"{""exp_sweep-big-lhs_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-lhs_ZDT4,igual_copia=8,"{""exp_sweep-big-lhs_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-lhs_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-mvns_DTLZ2,igual_copia=8,"{""exp_sweep-big-mvns_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-mvns_MMF16_20,igual_copia=8,"{""exp_sweep-big-mvns_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-mvns_WFG9,igual_copia=8,"{""exp_sweep-big-mvns_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-mvns_ZDT1,igual_copia=8,"{""exp_sweep-big-mvns_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,swap_big-mvns_ZDT4,igual_copia=8,"{""exp_sweep-big-mvns_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-big-mvns_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-lhs_DTLZ2,igual_copia=8,"{""exp_sweep-medium-lhs_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-lhs_MMF16_20,igual_copia=8,"{""exp_sweep-medium-lhs_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-lhs_WFG9,igual_copia=8,"{""exp_sweep-medium-lhs_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-lhs_ZDT1,igual_copia=8,"{""exp_sweep-medium-lhs_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-lhs_ZDT4,igual_copia=8,"{""exp_sweep-medium-lhs_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-lhs_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-mvns_DTLZ2,igual_copia=8,"{""exp_sweep-medium-mvns_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-mvns_MMF16_20,igual_copia=8,"{""exp_sweep-medium-mvns_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-mvns_WFG9,igual_copia=8,"{""exp_sweep-medium-mvns_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-mvns_ZDT1,igual_copia=8,"{""exp_sweep-medium-mvns_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,swap_medium-mvns_ZDT4,igual_copia=8,"{""exp_sweep-medium-mvns_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-medium-mvns_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-lhs_DTLZ2,igual_copia=8,"{""exp_sweep-small-lhs_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-lhs_MMF16_20,igual_copia=8,"{""exp_sweep-small-lhs_c311_MMF16_20_42.jsonl"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_MMF16_20_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-lhs_WFG9,igual_copia=8,"{""exp_sweep-small-lhs_c311_WFG9_42.jsonl"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_WFG9_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-lhs_ZDT1,igual_copia=8,"{""exp_sweep-small-lhs_c311_ZDT1_42.jsonl"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT1_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-lhs_ZDT4,igual_copia=8,"{""exp_sweep-small-lhs_c311_ZDT4_42.jsonl"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-lhs_c311_ZDT4_42__timing.parquet"": ""igual_copia""}"
c311,swap_small-mvns_DTLZ2,igual_copia=8,"{""exp_sweep-small-mvns_c311_DTLZ2_42.jsonl"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42.manifest.json"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__final.manifest.json"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__final.parquet"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__pop.parquet"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__real.parquet"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__surrogate.parquet"": ""igual_copia"", ""exp_sweep-small-mvns_c311_DTLZ2_42__timing.parquet"": ""igual_copia""}"
